source_id,ra,dec,parallax,pmra,pmdec,radial_velocity,phot_g_mean_mag,bp_rp
5937144197726039936,251.45836750025484,-50.77132195865252,1.4683939054423996,-2.619945655163551,-8.19986026582952,-22.728088,14.039069,1.1794024
5937201200518022784,250.60127964638482,-51.27664641794834,1.0046524843741635,-4.922120099390105,-6.136333011119371,17.20102,13.5787735,0.90883446
5937081388118320256,251.62392868705166,-51.62432760832084,2.029256178181214,-14.270179054354212,-34.28640612806418,-28.915335,13.94868,1.151268
5937081388118322304,251.62008575253535,-51.62172530010804,1.1765561531720787,-0.43282209925396564,-3.8911377376961602,4.1634655,11.034329,1.595439
5937201234877760256,250.58566003190998,-51.279755988649654,1.4136602444536328,2.6219667762403986,-6.20256372607944,-12.04357,12.191355,0.7744436
5937201269237499648,250.59669871521027,-51.27719511758277,1.6749569560935642,-1.7698133552288897,-8.326757337819375,-14.648217,13.25622,0.91842747
5937173437846353024,250.19230045552197,-51.605250686676754,1.9986898679536726,-1.5834116578312467,-9.231848936081644,-35.588398,11.646965,0.86158276
5937173437846368768,250.1903275806995,-51.59665518223956,1.2978189100470647,3.7586717805956487,-5.5089408803379465,-34.58972,14.384133,1.0781012
5937112346245404672,251.21581714756772,-51.10119846361711,1.6552149042343032,-2.7539400163940426,-10.121880989429803,-18.697245,14.597107,1.1480169
5937112346245409152,251.20719773083655,-51.10232127616818,1.1559557184679738,0.42268263033213005,-3.1047840417526755,11.665969,10.744602,1.2866449
5937144502576679296,251.43868187983986,-50.73838652936435,1.1414727130865705,-0.8336227144684221,-0.8651191254091661,-28.685223,13.935396,0.92995834
5937144541262061440,251.49255411977842,-50.74953285089441,6.383755900057115,31.380714480358343,-6.728077202639662,-30.197954,10.54673,0.79550457
5937081662996259584,251.57515085547075,-51.59574552488694,2.1938964027548096,-6.9176484638860725,-10.809770050437354,3.6952953,15.255443,1.7687788
5937144678762395392,251.50766410109676,-50.73240620112475,2.1031574976887355,-12.084053184207992,-8.16052834884642,-6.6664424,14.693251,1.4650364
5937144781841649280,251.49817766903786,-50.70463890165239,1.3986610380933315,-10.375320407976986,-15.796764720103422,3.84321,13.900013,1.085309
5937173781443710720,250.04461253627454,-51.69291106253192,2.1852535874546786,6.462361794306933,-2.3752556981386066,-8.06041,12.134562,0.79614735
5937081937874162432,251.6325333978872,-51.571689068288485,2.0622269643701774,-13.65125929598194,-16.98199509697261,-12.996295,12.059534,0.98044014
5937112685458529152,251.23972923896414,-51.08351978305178,1.8537641962439522,5.53371902011187,1.7809490559394718,2.478731,14.817905,1.2319965
5937173948872209536,250.0272759322205,-51.701884966642616,1.196165878977628,0.17426511816617885,-3.2048015736916833,12.551535,12.533859,0.7011442
5937145125438902784,251.6168716071916,-50.75398402248625,1.233559258542599,-9.691236588856494,-14.348024861774718,-28.830196,14.738648,1.0957613
5937173987602152320,250.03163013004325,-51.69245948263204,1.1542011479536245,-15.778348384569625,-15.287989487870668,45.46467,14.200127,1.0322952
5937082242729254656,251.5979504611342,-51.52454821070028,3.0131081962518023,3.1185350572285677,14.119969123303052,-5.1353693,13.5192795,1.3906794
5937174155030646144,250.0155165220564,-51.669034482121766,1.9233781275578368,-12.64165285544613,-10.799168323595762,-35.996166,13.073713,0.9363203
5937145365957130880,251.56579680743238,-50.72830541824452,1.1754236639947102,1.4711810265860077,5.388647469665294,15.528292,12.749495,0.8560705
5937082311485424512,251.64576157759856,-51.51914422006742,1.3870941848166756,-4.815500009000667,-13.843876461375904,28.390493,14.327785,1.0627155
5937145400316859392,251.57682652011172,-50.729359786221494,1.961544473801569,-19.771430465636996,-24.68916774958954,-48.503822,13.836512,1.15839
5937112857257269120,251.22081854744732,-51.05515044247322,3.4190873563695794,9.319009131244982,-27.96819670900041,-68.95051,15.095589,1.6836958
5937145434676639872,251.54117402181097,-50.71515900017309,1.1135406091165272,-4.364357109674772,-7.510104819982271,-41.042934,12.138333,0.6855736
5937145503396088704,251.5792996867405,-50.71764978256174,3.1202195553663117,5.936109910761744,-5.6849428083555615,23.031267,11.030647,1.156661
5937145567726980480,251.55699873114744,-50.69502650214854,1.1840138128194373,0.5259241372386335,-1.9536505266857163,11.9693575,12.24825,0.6005993
5937145567728584832,251.56489946173568,-50.704072475907665,1.22573728176783,-2.490263370574242,-13.629961770444602,-15.809085,14.309267,1.0936174
5937082487630035328,251.5375051800192,-51.57136400156489,1.9355060617277822,-23.5946179546243,-23.255935807682555,-23.061106,13.772332,1.106945
5937082590709282048,251.56393082763137,-51.53889533271162,2.7750933031106593,-9.5055745849201,-8.716911698997162,14.154596,11.511893,0.964201
